"Ukazatel","IndicatorType","Reprezentant","REPRCENZEM1","Území","Uz0","Měsíce","CasM","Hodnota"
"Průměrná cena zemědělských výrobků (Kč)","6277","Brambory pozdní konzumní [t]","1620","Česko","CZ","srpen 2025","2025-08","8302"
"Průměrná cena zemědělských výrobků (Kč)","6277","Brambory pozdní konzumní [t]","1620","Česko","CZ","září 2025","2025-09","6264"
"Průměrná cena zemědělských výrobků (Kč)","6277","Brambory pozdní konzumní [t]","1620","Česko","CZ","říjen 2025","2025-10","6129"
"Průměrná cena zemědělských výrobků (Kč)","6277","Brambory pozdní konzumní [t]","1620","Česko","CZ","listopad 2025","2025-11","5155"
"Průměrná cena zemědělských výrobků (Kč)","6277","Brambory pozdní konzumní [t]","1620","Česko","CZ","prosinec 2025","2025-12","5591"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","říjen 2016","2016-10","2500"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","listopad 2016","2016-11","2624"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","prosinec 2016","2016-12","2546"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","leden 2017","2017-01","2700"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","únor 2017","2017-02","3440"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","březen 2017","2017-03","3500"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","duben 2017","2017-04","3500"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","květen 2017","2017-05","3500"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","červen 2017","2017-06","3845"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","červenec 2017","2017-07","4659"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","srpen 2017","2017-08","4829"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","září 2017","2017-09","3000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","říjen 2017","2017-10","2790"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","listopad 2017","2017-11","2257"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","prosinec 2017","2017-12","2142"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","leden 2018","2018-01","2700"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","únor 2018","2018-02","2800"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","březen 2018","2018-03","2500"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","duben 2018","2018-04","2861"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","květen 2018","2018-05","3000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","červen 2018","2018-06","2619"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","červenec 2018","2018-07","3276"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","září 2018","2018-09","3035"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","říjen 2018","2018-10","3140"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","listopad 2018","2018-11","3378"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","prosinec 2018","2018-12","5200"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","leden 2019","2019-01","5500"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","únor 2019","2019-02","5932"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","březen 2019","2019-03","5550"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","duben 2019","2019-04","5358"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","květen 2019","2019-05","5000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","červen 2019","2019-06","6422"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","červenec 2019","2019-07","4340"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","srpen 2019","2019-08","4340"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","září 2019","2019-09","3048"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","říjen 2019","2019-10","3000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","listopad 2019","2019-11","3553"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","prosinec 2019","2019-12","4400"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","leden 2020","2020-01","4250"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","únor 2020","2020-02","4183"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","březen 2020","2020-03","4200"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","duben 2020","2020-04","5000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","květen 2020","2020-05","3600"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","červen 2020","2020-06","4500"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","září 2020","2020-09","3000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","říjen 2020","2020-10","2469"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","listopad 2020","2020-11","2490"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","prosinec 2020","2020-12","2370"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","leden 2021","2021-01","2313"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","únor 2021","2021-02","2500"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","březen 2021","2021-03","2066"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","duben 2021","2021-04","1832"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","květen 2021","2021-05","2000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","červen 2021","2021-06","2000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","srpen 2021","2021-08","3400"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","září 2021","2021-09","3100"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","říjen 2021","2021-10","2620"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","listopad 2021","2021-11","2119"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","prosinec 2021","2021-12","2240"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","leden 2022","2022-01","2923"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","únor 2022","2022-02","3000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","březen 2022","2022-03","4019"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","duben 2022","2022-04","3000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","květen 2022","2022-05","3800"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","červen 2022","2022-06","3721"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","červenec 2022","2022-07","4000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","září 2022","2022-09","3053"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","říjen 2022","2022-10","3000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","listopad 2022","2022-11","3391"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","prosinec 2022","2022-12","4000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","leden 2023","2023-01","4300"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","únor 2023","2023-02","4300"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","březen 2023","2023-03","5295"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","duben 2023","2023-04","5000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","květen 2023","2023-05","2684"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","červen 2023","2023-06","6476"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","červenec 2023","2023-07","4800"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","září 2023","2023-09","4207"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","říjen 2023","2023-10","3907"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","listopad 2023","2023-11","4500"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","prosinec 2023","2023-12","4413"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","leden 2024","2024-01","6001"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","únor 2024","2024-02","8300"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","březen 2024","2024-03","7764"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","duben 2024","2024-04","6474"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","květen 2024","2024-05","6700"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","červen 2024","2024-06","6305"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","červenec 2024","2024-07","7516"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","září 2024","2024-09","4419"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","říjen 2024","2024-10","4359"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","listopad 2024","2024-11","4500"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","prosinec 2024","2024-12","4424"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","leden 2025","2025-01","5100"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","únor 2025","2025-02","4500"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","březen 2025","2025-03","5000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","duben 2025","2025-04","4800"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","květen 2025","2025-05","4500"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","červen 2025","2025-06","5970"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","červenec 2025","2025-07","8000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","srpen 2025","2025-08","7000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","září 2025","2025-09","4331"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Brambory pozdní konzumní [t]","1620","Česko","CZ","říjen 2025","2025-10","4000"
